; CSV, generated by DSView, sampled on 2026-07-04 08:13:04
; Channels (2/16)
; Sample rate: 400 kHz
; Sample count: 2.896 M Samples
Time(s), SDA, SCL
0,1,1
0.0500325,0,1
0.0500425,0,0
0.050055,0,1
0.050065,0,0
0.050075,0,1
0.050085,1,0
0.050095,1,1
0.050105,0,0
0.050115,0,1
0.050125,0,0
0.050135,0,1
0.050145,0,0
0.050155,0,1
0.050165,0,0
0.0501775,0,1
0.0501875,0,0
0.0501975,0,1
0.0502075,1,0
0.0502175,1,1
0.0502275,0,0
0.0502375,0,1
0.0502475,1,1
